url,page,id,section,tabs,section_title,section_subtitle,chart_title,chart_subtitle,footnote,source
/energy/electricity/distribution/financial-health,electricity-distribution-financial-health,financial-health-chart,,PLD,,,Profit/Loss in the DISCOM Trends,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/energy/electricity/distribution/rpo-compliance,electricity-distribution-rpo-compliance,dual-axis-chart-rpo,,,,,State-wise RPO Target and Compliance,,,Lok Sabha Question Answer (MNRE)
/energy/electricity/transmission/transmission-lines,electricity-transmission-transmission-lines,,cards-footnote,,,,,,All numbers as on April’25,
/energy/electricity/transmission/transmission-lines,electricity-transmission-transmission-lines,trans-map,,,,,India Transmission Map,,All transmission lines last updated till 24-Oct-2019. </br> Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries.,CEA
/energy/electricity/transmission/transmission-lines,electricity-transmission-transmission-lines,multi-type-chart-transmission-trend,,,,,Transmission Lines,from 2015-16 to 2025-26 (in Ckm) as on 30th April 2025,,CEA
/energy/electricity/transmission/transmission-lines,electricity-transmission-transmission-lines,multi-type-chart-transmission-annual,,,,,Transmission Type Annual Progress,from 2015-16 to 2025-26 (in Ckm),,CEA
/energy/electricity/transmission/transmission-lines,electricity-transmission-transmission-lines,multi-type-chart-transmission-plan,,,,,Progress of Transmission Sector in the Country,(till April 2025) (in Ckm),,CEA
/energy/electricity/transmission/transmission-lines,electricity-transmission-transmission-lines,transmission-line-table,,,Transmission Lines Details,,,,,CEA
/energy/electricity/transmission/substations,electricity-transmission-substations,,cards-footnote,,,,,,All numbers as on April’25,
/energy/electricity/transmission/substations,electricity-transmission-substations,multi-type-chart-substation-trend,,,,,Substation Capacity,from 2015-16 to 2025-26 (in MVA) as on 30th April 2025,,CEA
/energy/electricity/transmission/substations,electricity-transmission-substations,multi-type-chart-substation-annual,,,,,Substations Type Annual Progress,from 2015-16 to 2025-26 (in MVA),,CEA
/energy/electricity/transmission/substations,electricity-transmission-substations,multi-type-chart-substations-plan,,,,,Progress of Substations in the Country,(till April 2025) (in MVA),,CEA
/energy/electricity/transmission/substations,electricity-transmission-substations,substations-table,,,Substations Details,,,,,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,multi-type-chart-captive-power-plants-cap-gen,,capacity,,,Source-wise Captive Power Installed Capacity ,,Data for captive power capacity and generation is not available for FY 2011-12.,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,multi-type-chart-captive-power-plants-cap-gen,,generation,,,Source-wise Captive Power Generation ,,Data for captive power capacity and generation is not available for FY 2011-12.,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,captivePowerIndustry,,capacity,Industry-wise Captive Power Installed Capacity ,,Industry-wise Captive Power Installed Capacity in {{selectedYear}} ,,Data for captive power capacity and generation is not available for FY 2011-12.,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,captivePowerIndustry,,generation,Industry-wise Captive Power Generation ,,Industry-wise Captive Power Generation in {{selectedYear}} ,,Data for captive power capacity and generation is not available for FY 2011-12.,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,stacked-bar-chart-industry-wise-capGen,,capacity,,,Industry-wise Captive Power Installed Capacity Trends ,,,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,stacked-bar-chart-industry-wise-capGen,,generation,,,Industry-wise Captive Power Generation Trends ,,,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,state-industry-captive-power,,capacity,,,State and Industry-wise Captive Power Installed Capacity ,,Data for captive power capacity and generation is not available for FY 2011-12.,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,state-industry-captive-power,,generation,,,State and Industry-wise Captive Power Generation ,,Data for captive power capacity and generation is not available for FY 2011-12.,CEA
/energy/electricity/captive-power-plants,electricity-captive-power-plants,,captive-power-plant-page,,,,,,"The national total capacity or generation figures may vary when compared to the sum of individual sources, states, or industry types. This discrepancy arises due to the round-off, which can cause slight differences in the aggregated totals.",
/climate-and-environment,climate-and-environment,stacked-area-chart-sector-subsector-consumption,,,,,India's GHG Emissions Trends,,,MoEFCC
/climate-and-environment,climate-and-environment,gas-proportional-chart,,,,,Proportion of Gases to India's Total Emissions,,,MoEFCC
/climate-and-environment,climate-and-environment,gas-proportional-chart,,GWP AR2,,,,Proportion of gases to India's total emissions (without LULUCF),*GWP: Global Warming Potential </br> AR2: IPCC Second Assessment Report,
/climate-and-environment,climate-and-environment,gas-proportional-chart,,GWP AR6,,,,Proportion of gases to India's total emissions (without LULUCF),*GWP: Global Warming Potential </br> AR6: IPCC Sixth Assessment Report,
/climate-and-environment,climate-and-environment,gas-proportional-chart,,GTP AR6,,,,Proportion of gases to India's total emissions (without LULUCF),*GTP: Global Temperature Potential </br> AR6: IPCC Sixth Assessment Report,
/climate-and-environment,climate-and-environment,overview-multi-grid,,,Air Quality Trends,Annual Average Concentration (in μg/m³),,,,Central Pollution Control Board (CPCB)
/climate-and-environment,climate-and-environment,download-temperature-seasonal-data-section,,,Temperature and Rainfall Data,,National Annual and Seasonal Temperature (°C) ,,Values shown for the period 1901-10 to 2000 denotes decadal averages.,IMD
/climate-and-environment,climate-and-environment,rainfall-monthly-chart,,,,,National Annual and Monthly Rainfall (Millimetre) ,,Values shown for the period 1901-10 to 2000 denotes decadal averages.,IMD
/climate-and-environment/ghg-emissions/economy-wide,climate-and-environment-ghg-emissions-economy-wide,economy-sunburst-chart,economy,,,,Economy-wide Emissions,,"*Contribution of sectors to economy-wide emissions are computed with respect to gross emissions (Total excluding Land use, land-use change, and forestry (LULUCF)). LULUCF sector is not represented in this chart as it is a net sink. IPPU stands for Industrial Processes and Product Use. </br> Totals shown here may not necessarily match with sum of all sectoral/sub-sectoral/categories values.",MoEFCC
/climate-and-environment/ghg-emissions/energy,climate-and-environment-ghg-emissions-energy,sunburst-chart,energy,,,,Energy Emissions in {{selectedYear}},,Category level emissions for this year is available only for the sub-sector Fugitive Emissions. This can be seen by clicking the Fugitive emission slice.,MoEFCC
/climate-and-environment/ghg-emissions/ippu,climate-and-environment-ghg-emissions-ippu,sunburst-chart,ippu,,,,IPPU Emissions in {{selectedYear}},,*IPPU stands for Industrial Processes and Product Use ,MoEFCC
/climate-and-environment/ghg-emissions/ippu,climate-and-environment-ghg-emissions-ippu,sunburst-chart,ippu,2007,,,,,"For the year 2007 ""Other Industries"" include Food processing, Textile and leather, Mining and quarrying and Non-specific industries.",
/climate-and-environment/ghg-emissions/ippu,climate-and-environment-ghg-emissions-ippu,sunburst-chart,ippu,2017,,,,,For the year 2017 emissions from Lubricant and Paraffin wax use were not reported in the India Third National Communication (TNC). The values shown here have been calculated using the production values given in the TNC.,
/climate-and-environment/ghg-emissions/ippu,climate-and-environment-ghg-emissions-ippu,sunburst-chart,ippu,2018,,,,,For the year 2018 emissions from Lubricant and Paraffin wax use were not reported in the India Third National Communication (TNC). The values shown here have been calculated using the production values given in the TNC.,
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,,,,LULUCF Emissions in {{selectedYear}},,"LULUCF stands for Land use, land-use change, and forestry ",MoEFCC
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2007,,,,,"In the year 2007, the Grassland and Fuelwood use categories were emitters with total emissions of 98,330 Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2010,,,,,"In the year 2010, the Grassland and Settlement categories were emitters with total emissions of 58,261.7  Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2011,,,,,"In the year 2011, Grassland category was an emitter with total emissions leading to 27,746  Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2012,,,,,"In the year 2012, Grassland category was an emitter with total emissions leading to 10.614  Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2013,,,,,"In the year 2013, Grassland category was an emitter with total emissions leading to 10.649  Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2014,,,,,"In the year 2014, Grassland category was an emitter with total emissions leading to 17,216  Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2015,,,,,"In the year 2015, Grassland category was an emitter with total emissions leading to 21,038 Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2016,,,,,"In the year 2016, Grassland category was an emitter with total emissions leading to 21,289 Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2017,,,,,"In the year 2017, the Grassland category was an emitter with a total emission of 21131 Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2018,,,,,"In the year 2018, the Grassland category was an emitter with a total emission of 14932 Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, acted as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2019,,,,,"In the year 2019, the Grassland category was an emitter with a total emission of 9725.65 Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, act as sinks.",
/climate-and-environment/ghg-emissions/lulucf,climate-and-environment-ghg-emissions-lulucf,sunburst-chart,lulucf,2020,,,,,"In the year 2020, the Grassland category was an emitter with a total emission of 9,369.23 Gigagrams of CO2e. However, other categories represented on the sunburst diagram, such as forest land and cropland, act as sinks.",
/climate-and-environment/ghg-emissions/agriculture,climate-and-environment-ghg-emissions-agriculture,sunburst-chart,agriculture,,,,Agriculture Emissions in {{selectedYear}},,,MoEFCC
/climate-and-environment/ghg-emissions/waste,climate-and-environment-ghg-emissions-waste,sunburst-chart,waste,,,,Waste Emissions in {{selectedYear}},,,MoEFCC
/climate-and-environment/climate-variability/temperature,climate-and-environment-climate-variability-temperature,india-temperature-map,,,Monthly Temperature,,,,,IMD
/climate-and-environment/climate-variability/rainfall,climate-and-environment-climate-variability-rainfall,india-rainfall-map,,,Monthly Rainfall,,,,,IMD
/climate-and-environment/climate-variability/rainfall,climate-and-environment-climate-variability-rainfall,rainfallStatewiseMap,,,,,Rainfall State-wise Distribution,"(Season: Monsoon June 1 to Sept 30, 2020 )",,IMD
/climate-and-environment/environment/air-quality,climate-and-environment-environment-air-quality,map,,,,,State-wise Air Quality Levels: {{selectedGas}},,,CPCB
/climate-and-environment/bio-diversity/forest-area,climate-and-environment-bio-diversity-forest-area,forestStatewiseMap,,,,,Recorded Forest Area,,,Forest Survey of India
/climate-and-environment/bio-diversity/wildlife-sanctuary,climate-and-environment-bio-diversity-wildlife-sanctuary,wildlifeStatewiseMap,,,,,State-wise Number of Wildlife Sanctuaries in India,,State total of Wildlife Sanctuaries shown here may not necessarily match with their total counts in all districts as protected areas (PA) transgress district boundaries. This may result in accounting of the same PA in two or more districts. ,ENVIS
/climate-and-environment/bio-diversity/national-park,climate-and-environment-bio-diversity-national-park,nationalParkMap,,,,,State-wise Number of National Parks in India,,State total of National Parks shown here may not necessarily match with their total counts in all districts as protected areas (PA) transgress district boundaries. This may result in accounting of the same PA in two or more districts. ,ENVIS
/climate-and-environment/environment/natural-disaster,climate-and-environment-environment-natural-disaster,download-natural-disaster-section,,"Earthquake, Flood, Wind Hazard",,,{{selectedDisaster}} Hazard Map of India,,,Building Materials and Technology Promotion Council
/climate-and-environment/environment/natural-disaster,climate-and-environment-environment-natural-disaster,download-natural-disaster-section,,cyclone,,,"Cyclone Occurrence Map of India
",,"The Cyclone Occurrence Map of India has been developed based on maximum/ estimated 3-minute average Maximum Sustained Wind in knots (1 knot = 0.5144 m/s) that affected coastal districts of India during 1891-2008, as per data provided by IMD.",Building Materials and Technology Promotion Council
/climate-and-environment/environment/land,climate-and-environment-environment-land,multi-type-chart-land-cover,,,,,Statewise Land Area Cover,,Other lands include grass/grazing land and forests.,MoSPI- Economic Statistics
/climate-and-environment/water/ground-water-levels,climate-and-environment-water-ground-water-levels,monsoon-india-maps,,,Pre Monsoon Water Levels | Post Monsoon Water Levels,,,,*The white areas on the map indicate districts with no data available.,CGWB
/climate-and-environment/water/per-capita-water-availability,climate-and-environment-water-per-capita-water-availability,download-capita-water-availability-section,,,Per Capita Water Availability for 2025 & 2050,,,,,CWC
/climate-and-environment/water/reservoirs,climate-and-environment-water-reservoirs,mapReservoir,,,,,Reservoir Water Levels and Storage,,"The data captured from WRIS Portal is as on 30th April'25. </br>  ""Information regarding water storage and levels is specifically related to reservoirs utilized by coal power plants.""",IndiaWRIS
/climate-and-environment/water/reservoirs,climate-and-environment-water-reservoirs,chartWaterStorage&Level,,,,,Reservoir Water Storage and Reservoir Water Levels,,The data captured from WRIS Portal is as on 30th April'25. ,IndiaWRIS
/economy-and-demography/key-economic-indicators/gdp,economy-and-demography-key-economic-indicators-gdp,gdpStatewiseMap,,,,,State-wise GDP in India,,,MoSPI- National Accounts
/economy-and-demography/key-economic-indicators/gdp,economy-and-demography-key-economic-indicators-gdp,multi-type-chart-gdp,,,,,State and National GDP Trends,,"Base Year 2011-12 </br> First Revised Estimates for the year 2023-24 and Provisional Estimates for 2024-25  </br>  GSDP figures shown for Jammu & Kashmir from the years 2019-20 are applicable to the Union Territory of Jammu & Kashmir, excluding Ladakh (UT).",MoSPI- National Accounts
/economy-and-demography/key-economic-indicators/gdp,economy-and-demography-key-economic-indicators-gdp,multi-type-chart-gdpNational,,,,,Year-on-Year National GDP Trends,,First Revised Estimates for the year 2023-24 and Provisional Estimates for 2024-25.,MoSPI- National Accounts
/economy-and-demography/key-economic-indicators/gva,economy-and-demography-key-economic-indicators-gva,multi-type-chart-gvaNational,,,State and National GVA Trends,,Sector-wise GVA trends at National level,,Base Year 2011-12 </br> First Revised Estimates for the year 2023-24 and Provisional Estimates for 2024-25.,MoSPI- National Accounts
/economy-and-demography/key-economic-indicators/gva,economy-and-demography-key-economic-indicators-gva,multi-type-chart-gvaState,,,,,Sector-wise GVA trends at State level,,Base Year 2011-12 </br> *Only values above 5000 Lakhs have been represented here. Values are rounded off as per the scale of measurement. Exact values are available in the downloadable XLS file.,MoSPI- National Accounts
/economy-and-demography/key-economic-indicators/balance-of-payments,economy-and-demography-key-economic-indicators-balance-of-payments,multi-type-chart-gdpNational,,,,,Balance of Payments,as per IMF Balance of Payments Manual 5 (in Rs.Lakh Crore) ,,Economic Survey of India
/economy-and-demography/key-economic-indicators/index-of-industrial-production,economy-and-demography-key-economic-indicators-index-of-industrial-production,multi-type-chart-industrialProduction,,,,, Index of Industrial Production,,Base Year : 2011-12 = 100.,RBI
/economy-and-demography/key-economic-indicators/socio-economic,economy-and-demography-key-economic-indicators-socio-economic,multi-type-chart-perCapitaIncome,,,,,Per capita income at State and National level,," Source: Per capita net national income values and Per capita Net State Domestic Product values are sourced from the Handbook of Statistics on Indian States, Reserve Bank of India. Values for the period 2004-05 to 2010-11 follows 2004-05 as base year and for the preriod 2011-12 to 2021-22 follows the base year 2011-12. </br></br>  *: Relates to Jammu & Kashmir and Ladakh ",RBI
/economy-and-demography/key-economic-indicators/socio-economic,economy-and-demography-key-economic-indicators-socio-economic,per-capita-consumption-state,,,,,Per Capita Electricity Consumption,," *In 2022-23, the data for Dadra and Nagar Haveli and Daman and Diu is combined.",CEA
/economy-and-demography/key-economic-indicators/socio-economic,economy-and-demography-key-economic-indicators-socio-economic,hdi-india-map,,,,,Human Development Index (HDI),,"The HDI values for all States/UT's, including those not visible on the map, can be found in the accompanying Excel sheet",MoSPI- Social Statistics
/economy-and-demography/demography,economy-and-demography-demography,multi-type-chart-demography,,,,,National and State Level Population,,"Population for Andhra Pradesh and Telanagana (1961 to 2001) has been calculated using the proportion of 60:40 respectively, based on the population share of districts in each state prior to the bifurcation of Andhra Pradesh. Population for both these states for the year 2011 has been taken from Population Projection report published by National Commission on Population.  </br></br> The data for rural and urban population( 1961 to 1991) has been obtained from the RBI Handbook of Statistics on Indian Economy; however, the total of rural and urban population may differ from the total population of census.  </br></br> Population for Ladakh (1961 to 1981) is sourced from Series 8, Jammu & Kashmir, Census of India, 1981 </br> <a target=""_blank"" href=""http://lsi.gov.in:8081/jspui/bitstream/123456789/5956/1/40921_1981_GPT.pdf""> http://lsi.gov.in:8081/jspui/bitstream/123456789/5956/1/40921_1981_GPT.pdf</a>",Census
/state-report/{{selectedState}},state-report-{{selectedState}},,page-title,,{{selectedState}} State Profile: A Comprehensive Overview,,,,,
/state-report/{{selectedState}},state-report-{{selectedState}},population-card,,,Population,,,,,"Census
"
/state-report/{{selectedState}},state-report-{{selectedState}},gsdp-card,,,GSDP,,,,,MoSPI- National Accounts
/state-report/{{selectedState}},state-report-{{selectedState}},gva-card,,,GVA,,,,,MoSPI- National Accounts
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-sect-gva-pie,,,Sectoral GVA,,,,,MoSPI- National Accounts
/state-report/{{selectedState}},state-report-{{selectedState}},download-cap-gen-table-section,,,Installed Capacity & Power Generation,,,,,"MNRE, CEA & NPP
"
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-cap-pie,pie,Geographical,,,Installed Capacity,,,
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-gen-pie,pie,Geographical,,,Power Generation,,,
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-cap-pie,pie,Allocated,,,Installed Capacity,,,
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-gen-pie,pie,Allocated,,,Installed Capacity - Ownership,,,
/state-report/{{selectedState}},state-report-{{selectedState}},,table,Geographical,,,,,The Capacity and Generation data for 2025-26 is till April 2025.,
/state-report/{{selectedState}},state-report-{{selectedState}},,table,Allocated,,,,,The Capacity data for 2025-26 is till April 2025.,
/state-report/{{selectedState}},state-report-{{selectedState}},table-sparkline,,,Resource Potential vs Installed Capacity,,,,The Capacity data for 2025-26 is as on April 2025.,"MNRE, CEA, NPP, & MoSPI- Energy Statistics"
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-peak-demand-heatmap,,,,,Monthly Peak Demand (MW),,,Grid-India
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-per-capita,,,,,Per Capita Electricity Consumption Trends (in kWh),,,"CEA
"
/state-report/{{selectedState}},state-report-{{selectedState}},download-distribution-section,,,{{selectedState}} Electricity Distribution Portfolio ,,,,,
/state-report/{{selectedState}},state-report-{{selectedState}},download-power-purchase-table-section,,,Power Purchase & Weighted Avg Cost,,,,"Trading and others includes power purchase through medium term, short term, exchange markets, open access, SWAP, Inter DISCOM, power surplus, unscheduled interchange, etc.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/state-report/{{selectedState}},state-report-{{selectedState}},download-cat-elec-consumption-section,,,Average Cost of Supply & Revenue Realisation,,,,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/state-report/{{selectedState}},state-report-{{selectedState}},download-tariff-rate-section,,,Actual Tariff Rates (in Rs/kWh),,,,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-cat-elec-cons,,,,,Category-wise Electricity Consumption Share (%),,,CEA
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-pnl,,,,,Year over Year Profit and Loss (in Rs Crores) ,,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions
"
/state-report/{{selectedState}},state-report-{{selectedState}},multi-type-chart-atc-loss,,,,,AT&C Loss Trends (in %),,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions
"
/analytics/state-wise-deep-dive,analytics-state-wise-deep-dive,download-image-ipi-to-iec,,,"State-wise Cross-Sectoral Matrix on Energy, Climate, and Economic Factors",,,,,Multiple data sources
/analytics/re-installed-vs-potential-capacity,analytics-re-installed-vs-potential-capacity,re-installed-vs-potential-capacity-chart,,,Comparison of State-Level Renewable Energy Potential and Installed Capacity,,,,The data is as on April 2025. </br> Hydro potential and capacity data includes both large hydro and pumped storage. ,"MNRE, CEA, & MoSPI- Energy Statistics"
/analytics/peak-power-electricity-demand,analytics-peak-power-electricity-demand,demand-vs-temperature-state-year-chart,,,,,State-wise Peak Power Demand vs. Temperature Change,,,Grid-India and IMD
/analytics/per-capita-gdp-vs-consumption,analytics-per-capita-gdp-vs-consumption,per-capita-gdp-vs-consumption-chart,,,,,"
Per Capita GDP vs. Per Capita Electricity Consumption",,*Bubble size represent GSDP per capita,Multiple data sources
/analytics/discom-accumulated-losses-consumer-sales,analytics-discom-accumulated-losses-consumer-sales,download-discom-accumulated-losses-vs-consumer-sales-section,,,Operational and Financial Performance of DISCOMs,,,,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered. </br></br> Until the 2018-19, there was only one electricity distribution company in Jammu & Kashmir, known as the J&K Power Development Department. However, starting from 2019-20, it underwent a division into three separate DISCOMS. These new entities are referred to as the Jammu Power DISCOM, Kashmir Power DISCOM, and the Ladakh Power Development Department.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/analytics/discom-accumulated-losses-consumer-sales,analytics-discom-accumulated-losses-consumer-sales,discom-accumulated-losses-chart,,,,,State-wise Accumulated Deficit or Surplus (in Rs. 1000 crores),,,PFC
/analytics/discom-accumulated-losses-consumer-sales,analytics-discom-accumulated-losses-consumer-sales,discom-consumer-sales-chart,,,,,Consumer Category-wise Electricity Sales (in MU),,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/analytics/discom-accumulated-losses-consumer-sales,analytics-discom-accumulated-losses-consumer-sales,discom-acs-arr-chart,,,,,ACS & ARR at Electricity Sales (Rs./kWh),,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/analytics/discom-accumulated-losses-consumer-sales,analytics-discom-accumulated-losses-consumer-sales,discom-atc-chart,,,,,Aggregate Technical & Commercial Loss Trends (in %),,,"SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/analytics/ice-and-ev-vehicle-registered,analytics-ice-and-ev-vehicle-registered,ice-ev-vahan-chart,,,,,"Transition to Electric Vehicles in the Road Transport Sector
",,"FY 2025-26 data is updated as on 31st May 2025. The data for all the years was downloaded from VAHAN dashboard on 31st May 2025.</br></br>
<b>HGV</b>:Heavy Goods Vehicle, <b>HMV</b>:Heavy Motor Vehicle, <b>HPV</b>:Heavy Passenger Vehicle, </br>
<b>LGV</b>:Light Goods Vehicle, <b>LMV</b>:Light Motor Vehicle, <b>LPV</b>:Light Passenger Vehicle, </br>
<b>MGV</b>:Medium Goods Vehicle, <b>MMV</b>:Medium Motor Vehicle, <b>MPV</b>:Medium Passenger Vehicle",VAHAN Dashboard
/analytics/ice-and-ev-vehicle-registered,analytics-ice-and-ev-vehicle-registered,download-electric-vehicle-chart-section,,,"Electric Vehicles Penetration in India
",,,,"FY 2025-26 data is updated as on 31st May 2025. The data for all the years was downloaded from VAHAN dashboard on 31st May 2025.</br></br>
<b>HGV</b>:Heavy Goods Vehicle, <b>HMV</b>:Heavy Motor Vehicle, <b>HPV</b>:Heavy Passenger Vehicle, </br>
<b>LGV</b>:Light Goods Vehicle, <b>LMV</b>:Light Motor Vehicle, <b>LPV</b>:Light Passenger Vehicle, </br>
<b>MGV</b>:Medium Goods Vehicle, <b>MMV</b>:Medium Motor Vehicle, <b>MPV</b>:Medium Passenger Vehicle </br>",VAHAN Dashboard
/analytics/ice-and-ev-vehicle-registered,analytics-ice-and-ev-vehicle-registered,ev-chart,,,,,Year-on-year EV registration,Total (2000-2025): {{totalSum}},,
/analytics/ice-and-ev-vehicle-registered,analytics-ice-and-ev-vehicle-registered,ev-share-chart,,,,,Year-on-year share of EV in total vehicle registration,,,
/analytics/ice-and-ev-vehicle-registered,analytics-ice-and-ev-vehicle-registered,map,,,,,Vehicle Registered per 1Lakh people,,"FY 2025-26 data is updated as on 31st May 2025. The data for all the years was downloaded from VAHAN dashboard on 31st May 2025.</br></br>
<b>HGV</b>:Heavy Goods Vehicle, <b>HMV</b>:Heavy Motor Vehicle, <b>HPV</b>:Heavy Passenger Vehicle, </br>
<b>LGV</b>:Light Goods Vehicle, <b>LMV</b>:Light Motor Vehicle, <b>LPV</b>:Light Passenger Vehicle, </br>
<b>MGV</b>:Medium Goods Vehicle, <b>MMV</b>:Medium Motor Vehicle, <b>MPV</b>:Medium Passenger Vehicle </br>",VAHAN Dashboard
/analytics/india-crude-oil-prices-vs-import,analytics-india-crude-oil-prices-vs-import,dual-axis-chart-crude-oil-price-import,dual-axis-chart-crude-oil-price-import,,,,"Country-wise Crude Oil Prices vs Crude Oil Imports
",,,MoC&I and PPAC
/analytics/power-purchase-quantum-and-cost,power-purchase-quantum-and-cost,YoYPowerPurchase,,,,,Year-wise All India Power Purchase Quantum Trends (in MU),,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/analytics/power-purchase-quantum-and-cost,power-purchase-quantum-and-cost,statewisePowerPurchase,,Absolute Quantum,,,State-wise Power Purchase Quantum Trends (in MU),,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
/analytics/power-purchase-quantum-and-cost,power-purchase-quantum-and-cost,statewisePowerPurchase,,Percentage Share,,,State-wise Power Purchase Quantum Trends  (in %),,"In absence of the True up values, Commissioned approved/Petitioner's submitted values in MYT/ARR have been considered.","SERCs/DISCOMs Tariff Orders, Annual Reports, and Tariff Petitions"
